Task_id,Task_name,Description,Assigned_to,Progress,Priority,Completion_time,Deadline,User_sentiment,Processed_description,Desc_word_count,Processed_token_count
T1344,Task 003 of Building a Park Project 015,"Task 003 involves critical work for the Building a Park Project 015. This task has a high priority and is expected to be completed in approximately 22 hours. The deadline for this task is 2024-04-19. Current user sentiment is 'focused', which may impact performance.",Bob,1.0,High,22,2024-04-19,Focused,task involve critical work building park project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,23
T1345,Task 001 of Renovation of a School Project 016,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'content', which may impact performance.",Bob,1.0,Medium,5,2024-09-25,Content,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,40,22
T1346,Task 002 of Renovation of a School Project 016,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 27 hours. The deadline for this task is 2024-10-22. Current user sentiment is 'hopeful', which may impact performance.",Eve,0.38,High,27,2024-10-22,Hopeful,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,40,22
T1347,Task 003 of Renovation of a School Project 016,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 25 hours. The deadline for this task is 2024-09-15. Current user sentiment is 'hopeful', which may impact performance.",Eve,0.55,Medium,25,2024-09-15,Hopeful,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,40,22
T1348,Task 001 of Innovation of a Classroom Project 017,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2024-10-25. Current user sentiment is 'content', which may impact performance.",Eve,0.87,Low,40,2024-10-25,Content,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment content may impact performance,40,22
T1349,Task 002 of Innovation of a Classroom Project 017,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 34 hours. The deadline for this task is 2024-09-23. Current user sentiment is 'focused', which may impact performance.",Charlie,1.0,High,34,2024-09-23,Focused,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,40,22
T1350,Task 003 of Innovation of a Classroom Project 017,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2024-10-14. Current user sentiment is 'hopeful', which may impact performance.",Alice,0.62,High,18,2024-10-14,Hopeful,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,40,22
T1351,Task 001 of Construction of a Hospital Wing Project 018,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2024-03-05. Current user sentiment is 'hopeful', which may impact performance.",Grace,0.66,Medium,26,2024-03-05,Hopeful,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,40,22
T1352,Task 002 of Construction of a Hospital Wing Project 018,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 37 hours. The deadline for this task is 2024-03-01. Current user sentiment is 'hopeful', which may impact performance.",Grace,0.54,Medium,37,2024-03-01,Hopeful,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,40,22
T1353,Task 003 of Construction of a Hospital Wing Project 018,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-02-25. Current user sentiment is 'frustrated', which may impact performance.",Grace,0.2,Medium,7,2024-02-25,Frustrated,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment frustrated may impact performance,40,22
T1354,Task 001 of Road Expansion Project 019,"Task 001 involves critical work for the Road Expansion Project 019. This task has a high priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2024-12-30. Current user sentiment is 'cautious', which may impact performance.",Grace,0.61,High,11,2024-12-30,Cautious,task involve critical work road expansion project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,43,23
T1355,Task 002 of Road Expansion Project 019,"Task 002 involves critical work for the Road Expansion Project 019. This task has a medium priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'content', which may impact performance.",Ivy,1.0,Medium,1,2024-09-25,Content,task involve critical work road expansion project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1356,Task 003 of Road Expansion Project 019,"Task 003 involves critical work for the Road Expansion Project 019. This task has a medium priority and is expected to be completed in approximately 13 hours. The deadline for this task is 2024-12-24. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.46,Medium,13,2024-12-24,Neutral,task involve critical work road expansion project task medium priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,43,23
T1357,Task 001 of Bridge Maintenance Project 020,"Task 001 involves critical work for the Bridge Maintenance Project 020. This task has a medium priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2024-07-03. Current user sentiment is 'satisfied', which may impact performance.",Eve,1.0,Medium,18,2024-07-03,Satisfied,task involve critical work bridge maintenance project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1358,Task 002 of Bridge Maintenance Project 020,"Task 002 involves critical work for the Bridge Maintenance Project 020. This task has a high priority and is expected to be completed in approximately 36 hours. The deadline for this task is 2024-08-02. Current user sentiment is 'relieved', which may impact performance.",Grace,0.84,High,36,2024-08-02,Relieved,task involve critical work bridge maintenance project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,43,23
T1359,Task 003 of Bridge Maintenance Project 020,"Task 003 involves critical work for the Bridge Maintenance Project 020. This task has a high priority and is expected to be completed in approximately 24 hours. The deadline for this task is 2024-07-02. Current user sentiment is 'anxious', which may impact performance.",Grace,0.11,High,24,2024-07-02,Anxious,task involve critical work bridge maintenance project task high priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,43,23
T1360,Task 001 of Office Building Renovation Project 021,"Task 001 involves critical work for the Office Building Renovation Project 021. This task has a high priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2024-12-15. Current user sentiment is 'neutral', which may impact performance.",Alice,0.43,High,26,2024-12-15,Neutral,task involve critical work office building renovation project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,44,24
T1361,Task 002 of Office Building Renovation Project 021,"Task 002 involves critical work for the Office Building Renovation Project 021. This task has a high priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'focused', which may impact performance.",Frank,1.0,High,21,2024-09-25,Focused,task involve critical work office building renovation project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1362,Task 003 of Office Building Renovation Project 021,"Task 003 involves critical work for the Office Building Renovation Project 021. This task has a high priority and is expected to be completed in approximately 15 hours. The deadline for this task is 2024-09-20. Current user sentiment is 'focused', which may impact performance.",Ivy,1.0,High,15,2024-09-20,Focused,task involve critical work office building renovation project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1363,Task 001 of Apartment Complex Development Project 022,"Task 001 involves critical work for the Apartment Complex Development Project 022. This task has a high priority and is expected to be completed in approximately 6 hours. The deadline for this task is 2024-04-11. Current user sentiment is 'cautious', which may impact performance.",Ivy,0.68,High,6,2024-04-11,Cautious,task involve critical work apartment complex development project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,44,24
T1364,Task 002 of Apartment Complex Development Project 022,"Task 002 involves critical work for the Apartment Complex Development Project 022. This task has a medium priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-04-28. Current user sentiment is 'anxious', which may impact performance.",Grace,0.28,Medium,7,2024-04-28,Anxious,task involve critical work apartment complex development project task medium priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,44,24
T1365,Task 003 of Apartment Complex Development Project 022,"Task 003 involves critical work for the Apartment Complex Development Project 022. This task has a high priority and is expected to be completed in approximately 18 hours. The deadline for this task is 2024-04-24. Current user sentiment is 'focused', which may impact performance.",Ivy,0.77,High,18,2024-04-24,Focused,task involve critical work apartment complex development project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1366,Task 001 of Commercial Center Construction Project 023,"Task 001 involves critical work for the Commercial Center Construction Project 023. This task has a high priority and is expected to be completed in approximately 17 hours. The deadline for this task is 2024-05-18. Current user sentiment is 'neutral', which may impact performance.",Alice,0.45,High,17,2024-05-18,Neutral,task involve critical work commercial center construction project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,44,24
T1367,Task 002 of Commercial Center Construction Project 023,"Task 002 involves critical work for the Commercial Center Construction Project 023. This task has a medium priority and is expected to be completed in approximately 27 hours. The deadline for this task is 2024-06-01. Current user sentiment is 'anxious', which may impact performance.",Charlie,0.02,Medium,27,2024-06-01,Anxious,task involve critical work commercial center construction project task medium priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,44,24
T1368,Task 003 of Commercial Center Construction Project 023,"Task 003 involves critical work for the Commercial Center Construction Project 023. This task has a low priority and is expected to be completed in approximately 19 hours. The deadline for this task is 2024-04-10. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.45,Low,19,2024-04-10,Hopeful,task involve critical work commercial center construction project task low priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,44,24
T1369,Task 001 of Highway Reconstruction Project 024,"Task 001 involves critical work for the Highway Reconstruction Project 024. This task has a medium priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-08-29. Current user sentiment is 'anxious', which may impact performance.",Charlie,0.05,Medium,1,2024-08-29,Anxious,task involve critical work highway reconstruction project task medium priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,43,23
T1370,Task 002 of Highway Reconstruction Project 024,"Task 002 involves critical work for the Highway Reconstruction Project 024. This task has a low priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-09-04. Current user sentiment is 'satisfied', which may impact performance.",Ivy,0.75,Low,1,2024-09-04,Satisfied,task involve critical work highway reconstruction project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1371,Task 003 of Highway Reconstruction Project 024,"Task 003 involves critical work for the Highway Reconstruction Project 024. This task has a medium priority and is expected to be completed in approximately 24 hours. The deadline for this task is 2024-09-01. Current user sentiment is 'satisfied', which may impact performance.",Eve,1.0,Medium,24,2024-09-01,Satisfied,task involve critical work highway reconstruction project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1372,Task 001 of Airport Expansion Project 025,"Task 001 involves critical work for the Airport Expansion Project 025. This task has a high priority and is expected to be completed in approximately 37 hours. The deadline for this task is 2024-07-20. Current user sentiment is 'focused', which may impact performance.",Alice,1.0,High,37,2024-07-20,Focused,task involve critical work airport expansion project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,43,23
T1373,Task 002 of Airport Expansion Project 025,"Task 002 involves critical work for the Airport Expansion Project 025. This task has a low priority and is expected to be completed in approximately 10 hours. The deadline for this task is 2024-07-17. Current user sentiment is 'satisfied', which may impact performance.",David,0.72,Low,10,2024-07-17,Satisfied,task involve critical work airport expansion project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1374,Task 003 of Airport Expansion Project 025,"Task 003 involves critical work for the Airport Expansion Project 025. This task has a medium priority and is expected to be completed in approximately 16 hours. The deadline for this task is 2024-07-03. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.5,Medium,16,2024-07-03,Hopeful,task involve critical work airport expansion project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,43,23
T1375,Task 001 of Shopping Mall Renovation Project 026,"Task 001 involves critical work for the Shopping Mall Renovation Project 026. This task has a low priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2025-04-30. Current user sentiment is 'overwhelmed', which may impact performance.",Eve,0.1,Low,21,2025-04-30,Overwhelmed,task involve critical work shopping mall renovation project task low priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1376,Task 002 of Shopping Mall Renovation Project 026,"Task 002 involves critical work for the Shopping Mall Renovation Project 026. This task has a medium priority and is expected to be completed in approximately 34 hours. The deadline for this task is 2024-08-10. Current user sentiment is 'satisfied', which may impact performance.",Eve,1.0,Medium,34,2024-08-10,Satisfied,task involve critical work shopping mall renovation project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1377,Task 003 of Shopping Mall Renovation Project 026,"Task 003 involves critical work for the Shopping Mall Renovation Project 026. This task has a high priority and is expected to be completed in approximately 3 hours. The deadline for this task is 2025-04-06. Current user sentiment is 'focused', which may impact performance.",Alice,0.82,High,3,2025-04-06,Focused,task involve critical work shopping mall renovation project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1378,Task 001 of University Dormitory Construction Project 027,"Task 001 involves critical work for the University Dormitory Construction Project 027. This task has a high priority and is expected to be completed in approximately 35 hours. The deadline for this task is 2024-12-28. Current user sentiment is 'relieved', which may impact performance.",Frank,0.84,High,35,2024-12-28,Relieved,task involve critical work university dormitory construction project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,44,24
T1379,Task 002 of University Dormitory Construction Project 027,"Task 002 involves critical work for the University Dormitory Construction Project 027. This task has a low priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2025-03-22. Current user sentiment is 'satisfied', which may impact performance.",Bob,1.0,Low,7,2025-03-22,Satisfied,task involve critical work university dormitory construction project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1380,Task 003 of University Dormitory Construction Project 027,"Task 003 involves critical work for the University Dormitory Construction Project 027. This task has a medium priority and is expected to be completed in approximately 30 hours. The deadline for this task is 2025-01-19. Current user sentiment is 'overwhelmed', which may impact performance.",Alice,0.19,Medium,30,2025-01-19,Overwhelmed,task involve critical work university dormitory construction project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1381,Task 001 of Sports Stadium Upgrade Project 028,"Task 001 involves critical work for the Sports Stadium Upgrade Project 028. This task has a medium priority and is expected to be completed in approximately 22 hours. The deadline for this task is 2025-01-19. Current user sentiment is 'hopeful', which may impact performance.",Alice,0.31,Medium,22,2025-01-19,Hopeful,task involve critical work sport stadium upgrade project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,44,24
T1382,Task 002 of Sports Stadium Upgrade Project 028,"Task 002 involves critical work for the Sports Stadium Upgrade Project 028. This task has a medium priority and is expected to be completed in approximately 16 hours. The deadline for this task is 2025-05-28. Current user sentiment is 'satisfied', which may impact performance.",Bob,0.78,Medium,16,2025-05-28,Satisfied,task involve critical work sport stadium upgrade project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1383,Task 003 of Sports Stadium Upgrade Project 028,"Task 003 involves critical work for the Sports Stadium Upgrade Project 028. This task has a low priority and is expected to be completed in approximately 23 hours. The deadline for this task is 2025-01-16. Current user sentiment is 'satisfied', which may impact performance.",David,0.98,Low,23,2025-01-16,Satisfied,task involve critical work sport stadium upgrade project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1384,Task 001 of Public Library Renovation Project 029,"Task 001 involves critical work for the Public Library Renovation Project 029. This task has a low priority and is expected to be completed in approximately 33 hours. The deadline for this task is 2024-05-13. Current user sentiment is 'content', which may impact performance.",Grace,1.0,Low,33,2024-05-13,Content,task involve critical work public library renovation project task low priority expect complete approximately hour deadline task current user sentiment content may impact performance,44,24
T1385,Task 002 of Public Library Renovation Project 029,"Task 002 involves critical work for the Public Library Renovation Project 029. This task has a high priority and is expected to be completed in approximately 30 hours. The deadline for this task is 2024-12-21. Current user sentiment is 'anxious', which may impact performance.",Charlie,0.15,High,30,2024-12-21,Anxious,task involve critical work public library renovation project task high priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,44,24
T1386,Task 003 of Public Library Renovation Project 029,"Task 003 involves critical work for the Public Library Renovation Project 029. This task has a high priority and is expected to be completed in approximately 22 hours. The deadline for this task is 2025-01-23. Current user sentiment is 'cautious', which may impact performance.",Charlie,0.4,High,22,2025-01-23,Cautious,task involve critical work public library renovation project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,44,24
T1387,Task 001 of Building a Park Project 030,"Task 001 involves critical work for the Building a Park Project 030. This task has a high priority and is expected to be completed in approximately 33 hours. The deadline for this task is 2024-07-29. Current user sentiment is 'focused', which may impact performance.",Ivy,0.79,High,33,2024-07-29,Focused,task involve critical work building park project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,23
T1388,Task 002 of Building a Park Project 030,"Task 002 involves critical work for the Building a Park Project 030. This task has a high priority and is expected to be completed in approximately 1 hours. The deadline for this task is 2024-07-29. Current user sentiment is 'overwhelmed', which may impact performance.",Charlie,0.28,High,1,2024-07-29,Overwhelmed,task involve critical work building park project task high priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,23
T1389,Task 003 of Building a Park Project 030,"Task 003 involves critical work for the Building a Park Project 030. This task has a high priority and is expected to be completed in approximately 16 hours. The deadline for this task is 2024-07-29. Current user sentiment is 'anxious', which may impact performance.",Bob,0.07,High,16,2024-07-29,Anxious,task involve critical work building park project task high priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,44,23
T1390,Task 001 of Renovation of a School Project 031,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2024-06-09. Current user sentiment is 'cautious', which may impact performance.",Bob,0.45,High,2,2024-06-09,Cautious,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,40,22
T1391,Task 002 of Renovation of a School Project 031,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2024-06-06. Current user sentiment is 'relieved', which may impact performance.",Eve,0.79,High,11,2024-06-06,Relieved,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,40,22
T1392,Task 003 of Renovation of a School Project 031,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2024-06-03. Current user sentiment is 'satisfied', which may impact performance.",Eve,1.0,Medium,5,2024-06-03,Satisfied,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,40,22
T1393,Task 001 of Innovation of a Classroom Project 032,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2025-02-26. Current user sentiment is 'neutral', which may impact performance.",Eve,0.54,High,12,2025-02-26,Neutral,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,40,22
T1394,Task 002 of Innovation of a Classroom Project 032,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 4 hours. The deadline for this task is 2025-04-16. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.39,Medium,4,2025-04-16,Hopeful,task involve critical work general project task medium priority expect complete approximately hour deadline task current user sentiment hopeful may impact performance,40,22
T1395,Task 003 of Innovation of a Classroom Project 032,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 33 hours. The deadline for this task is 2025-03-24. Current user sentiment is 'content', which may impact performance.",David,0.79,Low,33,2025-03-24,Content,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment content may impact performance,40,22
T1396,Task 001 of Construction of a Hospital Wing Project 033,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 4 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'content', which may impact performance.",David,1.0,Low,4,2024-09-25,Content,task involve critical work general project task low priority expect complete approximately hour deadline task current user sentiment content may impact performance,40,22
T1397,Task 002 of Construction of a Hospital Wing Project 033,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 10 hours. The deadline for this task is 2024-10-18. Current user sentiment is 'relieved', which may impact performance.",Grace,0.71,High,10,2024-10-18,Relieved,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,40,22
T1398,Task 003 of Construction of a Hospital Wing Project 033,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 4 hours. The deadline for this task is 2024-09-23. Current user sentiment is 'relieved', which may impact performance.",David,1.0,High,4,2024-09-23,Relieved,task involve critical work general project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,40,22
T1399,Task 001 of Road Expansion Project 034,"Task 001 involves critical work for the Road Expansion Project 034. This task has a high priority and is expected to be completed in approximately 14 hours. The deadline for this task is 2024-09-01. Current user sentiment is 'neutral', which may impact performance.",Grace,0.47,High,14,2024-09-01,Neutral,task involve critical work road expansion project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,43,23
T1400,Task 002 of Road Expansion Project 034,"Task 002 involves critical work for the Road Expansion Project 034. This task has a high priority and is expected to be completed in approximately 22 hours. The deadline for this task is 2024-08-17. Current user sentiment is 'focused', which may impact performance.",Ivy,1.0,High,22,2024-08-17,Focused,task involve critical work road expansion project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,43,23
T1401,Task 003 of Road Expansion Project 034,"Task 003 involves critical work for the Road Expansion Project 034. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-08-21. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.68,High,32,2024-08-21,Neutral,task involve critical work road expansion project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,43,23
T1402,Task 001 of Bridge Maintenance Project 035,"Task 001 involves critical work for the Bridge Maintenance Project 035. This task has a medium priority and is expected to be completed in approximately 14 hours. The deadline for this task is 2024-07-31. Current user sentiment is 'content', which may impact performance.",Eve,1.0,Medium,14,2024-07-31,Content,task involve critical work bridge maintenance project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1403,Task 002 of Bridge Maintenance Project 035,"Task 002 involves critical work for the Bridge Maintenance Project 035. This task has a low priority and is expected to be completed in approximately 11 hours. The deadline for this task is 2024-07-31. Current user sentiment is 'satisfied', which may impact performance.",Grace,1.0,Low,11,2024-07-31,Satisfied,task involve critical work bridge maintenance project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,43,23
T1404,Task 003 of Bridge Maintenance Project 035,"Task 003 involves critical work for the Bridge Maintenance Project 035. This task has a high priority and is expected to be completed in approximately 40 hours. The deadline for this task is 2025-04-26. Current user sentiment is 'frustrated', which may impact performance.",David,0.29,High,40,2025-04-26,Frustrated,task involve critical work bridge maintenance project task high priority expect complete approximately hour deadline task current user sentiment frustrated may impact performance,43,23
T1405,Task 001 of Office Building Renovation Project 036,"Task 001 involves critical work for the Office Building Renovation Project 036. This task has a high priority and is expected to be completed in approximately 8 hours. The deadline for this task is 2024-07-10. Current user sentiment is 'focused', which may impact performance.",Alice,0.79,High,8,2024-07-10,Focused,task involve critical work office building renovation project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1406,Task 002 of Office Building Renovation Project 036,"Task 002 involves critical work for the Office Building Renovation Project 036. This task has a medium priority and is expected to be completed in approximately 16 hours. The deadline for this task is 2024-07-29. Current user sentiment is 'cautious', which may impact performance.",Frank,0.64,Medium,16,2024-07-29,Cautious,task involve critical work office building renovation project task medium priority expect complete approximately hour deadline task current user sentiment cautious may impact performance,44,24
T1407,Task 003 of Office Building Renovation Project 036,"Task 003 involves critical work for the Office Building Renovation Project 036. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-06-28. Current user sentiment is 'focused', which may impact performance.",Ivy,1.0,High,32,2024-06-28,Focused,task involve critical work office building renovation project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,44,24
T1408,Task 001 of Apartment Complex Development Project 037,"Task 001 involves critical work for the Apartment Complex Development Project 037. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2024-07-31. Current user sentiment is 'overwhelmed', which may impact performance.",Ivy,0.09,Medium,12,2024-07-31,Overwhelmed,task involve critical work apartment complex development project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1409,Task 002 of Apartment Complex Development Project 037,"Task 002 involves critical work for the Apartment Complex Development Project 037. This task has a high priority and is expected to be completed in approximately 15 hours. The deadline for this task is 2024-05-25. Current user sentiment is 'relieved', which may impact performance.",Grace,1.0,High,15,2024-05-25,Relieved,task involve critical work apartment complex development project task high priority expect complete approximately hour deadline task current user sentiment relieve may impact performance,44,24
T1410,Task 003 of Apartment Complex Development Project 037,"Task 003 involves critical work for the Apartment Complex Development Project 037. This task has a high priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2024-06-13. Current user sentiment is 'neutral', which may impact performance.",Ivy,0.33,High,2,2024-06-13,Neutral,task involve critical work apartment complex development project task high priority expect complete approximately hour deadline task current user sentiment neutral may impact performance,44,24
T1411,Task 001 of Commercial Center Construction Project 038,"Task 001 involves critical work for the Commercial Center Construction Project 038. This task has a medium priority and is expected to be completed in approximately 14 hours. The deadline for this task is 2024-03-01. Current user sentiment is 'content', which may impact performance.",Alice,0.93,Medium,14,2024-03-01,Content,task involve critical work commercial center construction project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,44,24
T1412,Task 002 of Commercial Center Construction Project 038,"Task 002 involves critical work for the Commercial Center Construction Project 038. This task has a low priority and is expected to be completed in approximately 38 hours. The deadline for this task is 2024-03-19. Current user sentiment is 'satisfied', which may impact performance.",Charlie,1.0,Low,38,2024-03-19,Satisfied,task involve critical work commercial center construction project task low priority expect complete approximately hour deadline task current user sentiment satisfied may impact performance,44,24
T1413,Task 003 of Commercial Center Construction Project 038,"Task 003 involves critical work for the Commercial Center Construction Project 038. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-03-04. Current user sentiment is 'overwhelmed', which may impact performance.",Charlie,0.21,High,32,2024-03-04,Overwhelmed,task involve critical work commercial center construction project task high priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,44,24
T1414,Task 001 of Highway Reconstruction Project 039,"Task 001 involves critical work for the Highway Reconstruction Project 039. This task has a high priority and is expected to be completed in approximately 39 hours. The deadline for this task is 2024-03-23. Current user sentiment is 'focused', which may impact performance.",Charlie,1.0,High,39,2024-03-23,Focused,task involve critical work highway reconstruction project task high priority expect complete approximately hour deadline task current user sentiment focused may impact performance,43,23
T1415,Task 002 of Highway Reconstruction Project 039,"Task 002 involves critical work for the Highway Reconstruction Project 039. This task has a high priority and is expected to be completed in approximately 2 hours. The deadline for this task is 2024-03-31. Current user sentiment is 'anxious', which may impact performance.",Ivy,0.24,High,2,2024-03-31,Anxious,task involve critical work highway reconstruction project task high priority expect complete approximately hour deadline task current user sentiment anxious may impact performance,43,23
T1416,Task 003 of Highway Reconstruction Project 039,"Task 003 involves critical work for the Highway Reconstruction Project 039. This task has a medium priority and is expected to be completed in approximately 6 hours. The deadline for this task is 2024-04-03. Current user sentiment is 'content', which may impact performance.",Eve,1.0,Medium,6,2024-04-03,Content,task involve critical work highway reconstruction project task medium priority expect complete approximately hour deadline task current user sentiment content may impact performance,43,23
T1417,Task 001 of Airport Expansion Project 040,"Task 001 involves critical work for the Airport Expansion Project 040. This task has a medium priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-09-25. Current user sentiment is 'overwhelmed', which may impact performance.",David,0.24,Medium,21,2024-09-25,Overwhelmed,task involve critical work airport expansion project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,43,23
T1418,Task 002 of Airport Expansion Project 040,"Task 002 involves critical work for the Airport Expansion Project 040. This task has a medium priority and is expected to be completed in approximately 21 hours. The deadline for this task is 2024-07-29. Current user sentiment is 'overwhelmed', which may impact performance.",David,0.29,Medium,21,2024-07-29,Overwhelmed,task involve critical work airport expansion project task medium priority expect complete approximately hour deadline task current user sentiment overwhelmed may impact performance,43,23
